City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
585,berlevag,70.8578,29.0864,1.0,64,39,3.6,NO,1681436843
586,muravlenko,63.7898,74.523,-21.06,96,19,6.87,RU,1681436843
587,erzincan,39.75,39.5,4.61,81,75,1.54,TR,1681436844
588,ugoofaaru,5.6667,73.0,28.29,75,29,1.78,MV,1681436845
589,salym,60.0625,71.4789,-15.2,83,24,3.96,RU,1681436850
590,beyneu,45.3167,55.2,14.48,77,100,7.53,KZ,1681436850
591,dalvik,65.9702,-18.5286,4.96,88,65,2.08,IS,1681436851
592,hong gai,20.956,107.0946,23.95,93,100,1.75,VN,1681436851
593,bambanglipuro,-7.95,110.2833,27.05,78,100,2.63,ID,1681436852
594,deer lake,49.1667,-57.4316,3.92,70,100,9.26,CA,1681436852
595,billings,45.7833,-108.5007,3.49,80,75,5.66,US,1681436853
596,vestmannaeyjar,63.4427,-20.2734,6.47,74,98,1.3,IS,1681436854
597,tomatlan,19.9333,-105.25,20.66,58,16,1.32,MX,1681436854
598,khandyga,62.6667,135.6,-2.01,87,100,1.11,RU,1681436855
599,teya,60.3778,92.6267,-11.01,85,100,3.05,RU,1681436855
600,carndonagh,55.25,-7.2667,2.14,95,14,2.69,IE,1681436856
601,tabuk,17.4189,121.4443,30.46,62,91,3.9,PH,1681436856
602,port arthur,38.8,121.2667,13.12,78,82,4.85,CN,1681436857
603,soyo,-6.1349,12.3689,26.43,78,62,2.06,AO,1681436857
604,saravan,39.7196,45.6483,2.31,97,100,2.27,AM,1681436858
605,meulaboh,4.1363,96.1285,27.19,81,85,1.31,ID,1681436858
606,quatre cocos,-20.2078,57.7625,24.49,86,0,0.48,MU,1681436859
607,ekhabi,53.5102,142.9671,-1.38,95,100,6.56,RU,1681436859
608,phonhong,18.5007,102.4166,34.58,42,48,0.91,LA,1681436860
